export_priority_rank,fips,county,state_abbr,export_priority_score,preboom_classifier_score,breakout_probability_rank,breakout_probability_rank_pct,investable_residual_model_score,residual_model_score,residual_upside_rank,residual_upside_rank_pct,preboom_prior_momentum_rank_pct,emerging_market_depth_adequacy,wave3_net_support,wave3_support_score,wave3_brake_score,short_thesis,structural_summary,support_narrative,brake_narrative,next_diligence_check
71,16017,"Bonner County, Idaho",ID,0.8728608470181505,0.5135545131513435,133,0.9429559204840103,0.01750864788829906,0.018206031897662327,295,0.8729472774416595,0.2537265068049255,0.9042372311985222,0.0561372580614236,0.6352157427891918,0.5790784847277681,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 25.4%, inside the not-hot gate. Market-depth adequacy is high (0.904).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.853); site-thesis support is moderate (0.657); optionality is moderate (0.625). Brakes: wetlands constraint is heavy (0.678); constraint pressure is moderate (0.595); constraint complexity is moderate (0.551).,Structural support: scarcity/amenity balance is strong (0.853); site-thesis support is moderate (0.657); optionality is moderate (0.625),Structural brakes: wetlands constraint is heavy (0.678); constraint pressure is moderate (0.595); constraint complexity is moderate (0.551),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
72,54101,"Webster County, West Virginia",WV,0.8710025929127053,0.5075834611825107,143,0.9386343993085566,0.06369807890848204,0.09191198816387745,45,0.9809853068280034,0.36292935839274143,0.23258353401379728,0.2568858421928347,0.6258633209362243,0.3689774787433896,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 36.3%, inside the not-hot gate. Market-depth adequacy is low (0.233).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.677); fragility/support balance is moderate (0.661); scarcity/amenity balance is moderate (0.618). Brakes: constraint pressure is moderate (0.558).,Structural support: optionality is strong (0.677); fragility/support balance is moderate (0.661); scarcity/amenity balance is moderate (0.618),Structural brakes: constraint pressure is moderate (0.558),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
73,54109,"Wyoming County, West Virginia",WV,0.8679775280898876,0.40683592814769476,303,0.8694900605012964,0.06905809181587762,0.08417868452802954,33,0.986171132238548,0.11406351263771873,0.5509376038325617,0.2386300059913566,0.5964068999141421,0.3577768939227854,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 11.4%, inside the not-hot gate. Market-depth adequacy is moderate (0.551).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.675); fragility/support balance is moderate (0.648). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.675); fragility/support balance is moderate (0.648),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
74,42035,"Clinton County, Pennsylvania",PA,0.8664866032843561,0.32494525634507265,521,0.7752808988764045,0.04818186707266986,0.04947540096900588,90,0.9615384615384616,0.3285806869734284,0.9346375233448657,0.2331944522954054,0.6492533262052065,0.416058873909801,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 32.9%, inside the not-hot gate. Market-depth adequacy is high (0.935).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.758); fragility/support balance is moderate (0.668); optionality is moderate (0.657). Brakes: constraint pressure is moderate (0.595).,Structural support: scarcity/amenity balance is strong (0.758); fragility/support balance is moderate (0.668); optionality is moderate (0.657),Structural brakes: constraint pressure is moderate (0.595),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
75,32019,"Lyon County, Nevada",NV,0.8662705272255833,0.36707221069680873,381,0.8357821953327571,0.04878390043845124,0.050828859238731865,86,0.9632670700086431,0.15780946208684382,0.899419403125107,0.1049467448694452,0.636071203789329,0.5311244589198838,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.8%, inside the not-hot gate. Market-depth adequacy is high (0.899).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.793); optionality is moderate (0.660); site-thesis support is moderate (0.648). Brakes: constraint pressure is moderate (0.563).,Structural support: scarcity/amenity balance is strong (0.793); optionality is moderate (0.660); site-thesis support is moderate (0.648),Structural brakes: constraint pressure is moderate (0.563),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
76,29213,"Taney County, Missouri",MO,0.8660328435609336,0.34026694200033386,461,0.801210025929127,0.0616029348455979,0.06483527001796865,51,0.9783923941227312,0.5038885288399222,0.8753635493661502,0.1728580094689453,0.6587958640493271,0.4859378545803818,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 50.4%, inside the not-hot gate. Market-depth adequacy is high (0.875).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.808); optionality is strong (0.682); fragility/support balance is moderate (0.638). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.808); optionality is strong (0.682); fragility/support balance is moderate (0.638),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
77,49019,"Grand County, Utah",UT,0.8660112359550561,0.43398203823215403,244,0.8949870354364736,0.04131998654866545,0.051805203916771,121,0.9481417458945549,0.24011665586519768,0.49400752359980815,0.3674431061921891,0.7055880142153406,0.3381449080231514,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 24.0%, inside the not-hot gate. Market-depth adequacy is moderate (0.494).",Wave 3 support is strong; structural brakes are light. Supports: scarcity/amenity balance is strong (0.746); fragility/support balance is strong (0.725); optionality is strong (0.706). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.746); fragility/support balance is strong (0.725); optionality is strong (0.706),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
78,21071,"Floyd County, Kentucky",KY,0.865600691443388,0.679201571613236,27,0.9887640449438202,-0.0007599528115308317,-0.0008053876992304013,501,0.783923941227312,0.26830848995463386,0.8589657883309322,0.1032915192005945,0.5172434989460631,0.4139519797454686,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 26.8%, inside the not-hot gate. Market-depth adequacy is high (0.859).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.630). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.630),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
79,06015,"Del Norte County, California",CA,0.8652549697493518,0.5104514148669397,137,0.9412273120138289,0.018328669561793506,0.02050597378310484,287,0.8764044943820225,0.220349967595593,0.7345524474549406,0.1208116275672006,0.6684069484833878,0.5475953209161871,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 22.0%, inside the not-hot gate. Market-depth adequacy is high (0.735).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.910); optionality is strong (0.679); site-thesis support is strong (0.676). Brakes: fragility pressure is moderate (0.635).,Structural support: scarcity/amenity balance is strong (0.910); optionality is strong (0.679); site-thesis support is strong (0.676),Structural brakes: fragility pressure is moderate (0.635),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
80,21221,"Trigg County, Kentucky",KY,0.863331892826275,0.551041681161887,97,0.958513396715644,0.020442608108517,0.02529409549427167,270,0.8837510803802938,0.008425145819831496,0.5204921058697882,0.2011298446958329,0.7034348582840673,0.5023050135882343,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 0.8%, inside the not-hot gate. Market-depth adequacy is moderate (0.520).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.826); fragility/support balance is strong (0.729); optionality is strong (0.719). Brakes: wetlands constraint is moderate (0.629).,Structural support: scarcity/amenity balance is strong (0.826); fragility/support balance is strong (0.729); optionality is strong (0.719),Structural brakes: wetlands constraint is moderate (0.629),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
81,54059,"Mingo County, West Virginia",WV,0.8629861711322385,0.4777835702348573,173,0.9256698357821953,0.016767514061755584,0.01996062529076041,302,0.8699222126188418,0.21289695398574207,0.6000737473786842,0.2862509885307115,0.627686014326547,0.3414350257958354,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 21.3%, inside the not-hot gate. Market-depth adequacy is moderate (0.600).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is strong (0.694); fragility/support balance is strong (0.685); site-thesis support is moderate (0.614). Brakes: no major structural brakes flagged.,Structural support: optionality is strong (0.694); fragility/support balance is strong (0.685); site-thesis support is moderate (0.614),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
82,26131,"Ontonagon County, Michigan",MI,0.8622731201382887,0.5978764589310533,60,0.9745030250648228,0.039292053157410384,0.05643963548838778,126,0.945980985306828,0.13869086195722619,0.24044591258454162,0.1618801360439096,0.6453542034539616,0.4834740674100519,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 13.9%, inside the not-hot gate. Market-depth adequacy is low (0.240).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.830); fragility/support balance is strong (0.730). Brakes: wetlands constraint is moderate (0.639); constraint pressure is moderate (0.608).,Structural support: scarcity/amenity balance is strong (0.830); fragility/support balance is strong (0.730),Structural brakes: wetlands constraint is moderate (0.639); constraint pressure is moderate (0.608),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
83,42023,"Cameron County, Pennsylvania",PA,0.862208297320657,0.8119996997521174,4,0.9987035436473639,0.025445839799444824,0.03795915852768763,221,0.9049265341400173,0.005508749189889825,0.1758695915825217,0.2099850106772645,0.6291215221730974,0.4191365114958328,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 0.6%, inside the not-hot gate. Market-depth adequacy is low (0.176).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.726); optionality is moderate (0.660); site-thesis support is moderate (0.633). Brakes: constraint pressure is moderate (0.619).,Structural support: scarcity/amenity balance is strong (0.726); optionality is moderate (0.660); site-thesis support is moderate (0.633),Structural brakes: constraint pressure is moderate (0.619),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
84,42007,"Beaver County, Pennsylvania",PA,0.8621002592912707,0.635082844892798,45,0.9809853068280034,0.011622111327715423,0.013364258321632008,355,0.8470181503889369,0.39436163318211276,0.6741033149784554,0.1077106656067294,0.5771181686061072,0.4694075029993777,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 39.4%, inside the not-hot gate. Market-depth adequacy is moderate (0.674).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.629); fragility/support balance is moderate (0.612). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.629); fragility/support balance is moderate (0.612),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
85,29209,"Stone County, Missouri",MO,0.8616897147796024,0.3798674253652108,358,0.8457216940363008,0.018702929392258254,0.01936082254182918,283,0.878133102852204,0.4163966299416721,0.9150483988800654,0.1953555466691517,0.6874532981922459,0.4920977515230941,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 41.6%, inside the not-hot gate. Market-depth adequacy is high (0.915).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.803); fragility/support balance is strong (0.725); optionality is strong (0.700). Brakes: wetlands constraint is moderate (0.628).,Structural support: scarcity/amenity balance is strong (0.803); fragility/support balance is strong (0.725); optionality is strong (0.700),Structural brakes: wetlands constraint is moderate (0.628),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
86,51017,"Bath County, Virginia",VA,0.8614952463267069,0.5909967917550997,68,0.9710458081244598,0.03177381690733065,0.046468036822144225,186,0.9200518582541054,0.4419961114711601,0.20944476463168116,0.2374029919931042,0.6636043233151593,0.426201331322055,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 44.2%, inside the not-hot gate. Market-depth adequacy is low (0.209).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.777); optionality is strong (0.688); site-thesis support is moderate (0.663). Brakes: constraint pressure is moderate (0.580).,Structural support: scarcity/amenity balance is strong (0.777); optionality is strong (0.688); site-thesis support is moderate (0.663),Structural brakes: constraint pressure is moderate (0.580),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
87,49051,"Wasatch County, Utah",UT,0.860695764909248,0.2871854387179924,666,0.7126188418323249,0.12230758698211594,0.12274343924316947,3,0.9991356957649092,0.3891769280622165,0.9911226973974948,0.2444165878358268,0.7000404165902678,0.4556238287544409,"Low quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 38.9%, inside the not-hot gate. Market-depth adequacy is high (0.991).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.845); fragility/support balance is strong (0.711); optionality is strong (0.693). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.845); fragility/support balance is strong (0.711); optionality is strong (0.693),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
88,50021,"Rutland County, Vermont",VT,0.860609334485739,0.4630855176614403,193,0.9170267934312878,0.015001957633364808,0.015781941720432936,320,0.8621434745030251,0.4611147116007777,0.8764435801238768,0.0926650705800292,0.6063428408936443,0.5136777703136151,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 46.1%, inside the not-hot gate. Market-depth adequacy is high (0.876).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.746); fragility/support balance is moderate (0.631). Brakes: constraint pressure is moderate (0.670); wetlands constraint is moderate (0.628).,Structural support: scarcity/amenity balance is strong (0.746); fragility/support balance is moderate (0.631),Structural brakes: constraint pressure is moderate (0.670); wetlands constraint is moderate (0.628),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
89,41029,"Jackson County, Oregon",OR,0.8602203975799483,0.4739039768347114,179,0.9230769230769231,0.02871763842198437,0.03387160916194923,196,0.9157303370786517,0.16688269604666234,0.6195950777447311,0.1424996960111401,0.6061376188571973,0.4636379228460572,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 16.7%, inside the not-hot gate. Market-depth adequacy is moderate (0.620).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.740); optionality is moderate (0.643); site-thesis support is moderate (0.610). Brakes: constraint pressure is moderate (0.555).,Structural support: scarcity/amenity balance is strong (0.740); optionality is moderate (0.643); site-thesis support is moderate (0.610),Structural brakes: constraint pressure is moderate (0.555),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
90,42053,"Forest County, Pennsylvania",PA,0.8600907519446845,0.6381319231651668,43,0.9818496110630942,0.022339688029939932,0.03168984379115749,254,0.8906655142610199,0.018794556059624108,0.2623696867333124,0.2437399129600344,0.6454984044580433,0.4017584914980088,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 1.9%, inside the not-hot gate. Market-depth adequacy is low (0.262).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.719); fragility/support balance is strong (0.695); optionality is moderate (0.645). Brakes: constraint pressure is moderate (0.605).,Structural support: scarcity/amenity balance is strong (0.719); fragility/support balance is strong (0.695); optionality is moderate (0.645),Structural brakes: constraint pressure is moderate (0.605),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
91,42111,"Somerset County, Pennsylvania",PA,0.8600907519446844,0.47449283887806026,178,0.9235090751944685,0.01506742251280916,0.016056008315591827,319,0.8625756266205704,0.2880751782242385,0.8460722952817201,0.0951052638076698,0.5348425177113182,0.4397372539036484,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 28.8%, inside the not-hot gate. Market-depth adequacy is high (0.846).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.618).,Structural support: no major structural supports flagged,Structural brakes: constraint pressure is moderate (0.618),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
92,42063,"Indiana County, Pennsylvania",PA,0.8593560933448574,0.4060052322813772,306,0.8681936041486603,0.013526254001739067,0.014499005919680742,335,0.8556611927398444,0.5939727802981205,0.8322726531511249,0.2457942469253908,0.6140059055047786,0.3682116585793878,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 59.4%, inside the not-hot gate. Market-depth adequacy is high (0.832).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.690); optionality is moderate (0.658). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.690); optionality is moderate (0.658),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
93,47081,"Hickman County, Tennessee",TN,0.8589671564390666,0.6159051979936367,50,0.9788245462402766,0.026536685444204244,0.029995485325545024,213,0.9083837510803803,0.09397278029812055,0.7117232940389229,-0.0287953597499852,0.4039392748204918,0.432734634570477,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 9.4%, inside the not-hot gate. Market-depth adequacy is high (0.712).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.,Structural support: no major structural supports flagged,Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
94,16037,"Custer County, Idaho",ID,0.8584917891097668,0.48608600467398216,161,0.9308556611927399,0.05971739551133702,0.08750796990132381,60,0.9745030250648228,0.17271548930654568,0.20605590492717019,0.2113318910554674,0.6432808628719402,0.4319489718164728,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 17.3%, inside the not-hot gate. Market-depth adequacy is low (0.206).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.699); optionality is strong (0.675); site-thesis support is moderate (0.658). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.699); optionality is strong (0.675); site-thesis support is moderate (0.658),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
95,20061,"Geary County, Kansas",KS,0.856503889369058,0.4962162577011453,151,0.9351771823681936,0.013506216246563563,0.014098322136916131,336,0.8552290406222991,0.3402462734931951,0.8950041918814311,0.0307367596161738,0.5987763297945272,0.5680395701783534,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 34.0%, inside the not-hot gate. Market-depth adequacy is high (0.895).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.732); optionality is strong (0.680); site-thesis support is moderate (0.608). Brakes: fragility pressure is moderate (0.654); constraint complexity is moderate (0.567).,Structural support: scarcity/amenity balance is strong (0.732); optionality is strong (0.680); site-thesis support is moderate (0.608),Structural brakes: fragility pressure is moderate (0.654); constraint complexity is moderate (0.567),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
96,06051,"Mono County, California",CA,0.8564174589455489,0.48040803449796265,167,0.9282627484874676,0.08954928821658192,0.1028849079872731,8,0.9969749351771824,0.2615035644847699,0.6759578243404567,-0.0595321104370503,0.5690785795852376,0.6286106900222879,"High quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 26.2%, inside the not-hot gate. Market-depth adequacy is moderate (0.676).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.830); site-thesis support is moderate (0.627); optionality is moderate (0.606). Brakes: fragility pressure is heavy (0.671); constraint complexity is moderate (0.643); constraint pressure is moderate (0.635).,Structural support: scarcity/amenity balance is strong (0.830); site-thesis support is moderate (0.627); optionality is moderate (0.606),Structural brakes: fragility pressure is heavy (0.671); constraint complexity is moderate (0.643); constraint pressure is moderate (0.635),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
97,37157,"Rockingham County, North Carolina",NC,0.8550345721694035,0.4934589279249381,155,0.9334485738980121,0.014951783491954357,0.016315605854280144,322,0.8612791702679343,0.3457550226830849,0.7910248668504073,0.080843377613259,0.5125864202589161,0.431743042645657,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 34.6%, inside the not-hot gate. Market-depth adequacy is high (0.791).",Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.,Structural support: no major structural supports flagged,Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
98,50019,"Orleans County, Vermont",VT,0.8544727744165947,0.43901825704845826,237,0.8980121002592912,0.03514897343880691,0.03717311388998842,154,0.9338807260155575,0.5502268308489955,0.8638706689213724,-0.0057657000545096,0.5196008619608529,0.5253665620153625,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 55.0%, inside the not-hot gate. Market-depth adequacy is high (0.864).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.621). Brakes: wetlands constraint is heavy (0.701); constraint pressure is heavy (0.679).,Structural support: fragility/support balance is moderate (0.621),Structural brakes: wetlands constraint is heavy (0.701); constraint pressure is heavy (0.679),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
99,21109,"Jackson County, Kentucky",KY,0.8544295592048401,0.6455512221839892,41,0.982713915298185,0.022259561776296184,0.029754199212418758,256,0.8898012100259292,0.037589112119248216,0.3702874187087454,0.1584731157853984,0.6013308302865176,0.4428577145011191,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 3.8%, inside the not-hot gate. Market-depth adequacy is low (0.370).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.691); scarcity/amenity balance is moderate (0.634); site-thesis support is moderate (0.628). Brakes: constraint pressure is moderate (0.603).,Structural support: optionality is strong (0.691); scarcity/amenity balance is moderate (0.634); site-thesis support is moderate (0.628),Structural brakes: constraint pressure is moderate (0.603),"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
100,39167,"Washington County, Ohio",OH,0.8533707865168539,0.4415695098807351,232,0.9001728608470182,-0.0031462448095451426,-0.0032647389155798416,532,0.7705272255834054,0.2692806221646144,0.9092621882647133,0.2381401954635565,0.6433816440813341,0.4052414486177776,"High quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 26.9%, inside the not-hot gate. Market-depth adequacy is high (0.909).",Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.696); optionality is strong (0.678); scarcity/amenity balance is moderate (0.661). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.696); optionality is strong (0.678); scarcity/amenity balance is moderate (0.661),Structural brakes: no major structural brakes flagged,"Operator check: verify parcel availability, local listings, zoning/subdivision path, and whether the county-level signal is concentrated in investable submarkets."
