cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
500036,2023,assign_county,53077,"Yakima County, Washington",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Yakima County, Washington (53077) for provider 500036 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,YAKIMA VALLEY MEMORIAL HOSPITAL,WA,YAKIMA,98902,2811 TIETON DRIVE,external_geocode_required,external_census_context_only,Non_Exact,"2811 W TIETON DR, YAKIMA, WA, 98902",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
490048,2023,assign_county,51775,"Salem city, Virginia",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Salem city, Virginia (51775) for provider 490048 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LEWIS GALE MEDICAL CENTER,VA,SALEM,24153,1900 ELECTRIC ROAD,external_geocode_required,external_census_candidate_ready,Exact,"1900 ELECTRIC RD, SALEM, VA, 24153",0.97,provider_original,accepted,,False
100269,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 100269 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FLORIDA PALMS WEST HOSPITAL,FL,LOXAHATCHEE,33470,13001 STATE ROAD 80,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
100189,2023,assign_county,12011,"Broward County, Florida",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Broward County, Florida (12011) for provider 100189 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FLORIDA NORTHWEST HOSPITAL,FL,MARGATE,33063,2801 NORTH STATE ROAD 7,external_geocode_required,external_census_context_only,Non_Exact,"2801 STATE HWY 7, MARGATE, FL, 33063",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
230151,2023,assign_county,26125,"Oakland County, Michigan",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Oakland County, Michigan (26125) for provider 230151 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COREWELL HEALTH- FARMINGTON HILLS,MI,FARMINGTON HILLS,48336,28050 GRAND RIVER,external_geocode_required,external_census_context_only,Non_Exact,"28050 GRAND RIVER AVE, FARMINGTON HILLS, MI, 48336",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
270051,2023,assign_county,30029,"Flathead County, Montana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Flathead County, Montana (30029) for provider 270051 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LOGAN HEALTH MEDICAL CENTER,MT,KALISPELL,59901,310 SUNNYVIEW LANE,external_geocode_required,external_census_candidate_ready,Exact,"310 SUNNYVIEW LN, KALISPELL, MT, 59901",0.97,provider_original,accepted,,False
060027,2023,assign_county,08013,"Boulder County, Colorado",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Boulder County, Colorado (08013) for provider 060027 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BOULDER COMMUNITY HOSPITAL,CO,BOULDER,80303,4747 ARAPAHOE AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"4747 ARAPAHOE AVE, BOULDER, CO, 80303",0.97,provider_original,accepted,,False
220084,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 220084 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,EMERSON HOSPITAL,MA,CONCORD,01742,113 ORNC,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
220060,2023,assign_county,25023,"Plymouth County, Massachusetts",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Plymouth County, Massachusetts (25023) for provider 220060 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BETH ISRAEL DEACONESS - PLYMOUTH,MA,PLYMOUTH,02360,275 SANDWICH STREET,external_geocode_required,external_census_candidate_ready,Exact,"275 SANDWICH ST, PLYMOUTH, MA, 02360",0.97,provider_original,accepted,,False
070017,2023,assign_county,09009,"New Haven County, Connecticut",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to New Haven County, Connecticut (09009) for provider 070017 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MIDSTATE MEDICAL CENTER,CT,MERIDEN,06451,435 LEWIS AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"435 LEWIS AVE, MERIDEN, CT, 06451",0.97,provider_original,accepted,,False
100223,2024,assign_county,12091,"Okaloosa County, Florida",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Okaloosa County, Florida (12091) for provider 100223 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FL FT WALTON-DESTIN HOSP,FL,FORT WALTON BEACH,32547,1000 MAR-WALT DRIVE,external_geocode_required,external_census_candidate_ready,Exact,"1000 MAR WALT DR, FORT WALTON BEACH, FL, 32547",0.97,provider_original,accepted,,False
264010,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 264010 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST. LOUIS FORENSIC TREATMENT CENTER,MO,ST.LOUIS,63119,500 ARSENAL STREET,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
230089,2024,assign_county,26163,"Wayne County, Michigan",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Wayne County, Michigan (26163) for provider 230089 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COREWELL HEALTH - GROSSE POINTE,MI,GROSSE POINTE,48230,468 CADIEUX ROAD,external_geocode_required,external_census_candidate_ready,Exact,"468 CADIEUX RD, GROSSE POINTE, MI, 48230",0.97,provider_original,accepted,,False
140054,2024,assign_county,17031,"Cook County, Illinois",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Cook County, Illinois (17031) for provider 140054 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MACNEAL HOSPITAL,IL,BERWYN,60402,3249 SOUTH OAK PARK AVENUE,external_geocode_required,external_census_context_only,Non_Exact,"3249 OAK PARK AVE, BERWYN, IL, 60402",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
114010,2023,assign_county,13089,"DeKalb County, Georgia",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to DeKalb County, Georgia (13089) for provider 114010 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,UHS OF PEACHFORD LP,GA,ATLANTA,30338,2151 PEACHFORD ROAD,external_geocode_required,external_census_candidate_ready,Exact,"2151 PEACHFORD RD, ATLANTA, GA, 30338",0.97,provider_original,accepted,,False
310050,2023,assign_county,34027,"Morris County, New Jersey",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Morris County, New Jersey (34027) for provider 310050 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST. CLARES HOSPITAL,NJ,DENVILLE,07834,25 POCONO ROAD,external_geocode_required,external_census_candidate_ready,Exact,"25 POCONO RD, DENVILLE, NJ, 07834",0.97,provider_original,accepted,,False
220105,2023,assign_county,25017,"Middlesex County, Massachusetts",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Middlesex County, Massachusetts (25017) for provider 220105 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WINCHESTER HOSPITAL,MA,WINCHESTER,01890,41 HIGHLAND AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"41 HIGHLAND AVE, WINCHESTER, MA, 01890",0.97,provider_original,accepted,,False
310005,2023,assign_county,34019,"Hunterdon County, New Jersey",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hunterdon County, New Jersey (34019) for provider 310005 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HUNTERDON MEDICAL CENTER,NJ,FLEMINGTON,08822,2100 WESCOTT DRIVE,external_geocode_required,external_census_candidate_ready,Exact,"2100 WESCOTT DR, FLEMINGTON, NJ, 08822",0.97,provider_original,accepted,,False
150015,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 150015 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,FRANCISCAN HEALTH MICHIGAN CITY,IN,MICHIGAN CITY,46360,3500 FRANCISCAN WAY,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
140164,2024,assign_county,17077,"Jackson County, Illinois",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Jackson County, Illinois (17077) for provider 140164 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MEMORIAL HOSPITAL OF CARBONDALE,IL,CARBONDALE,62902,405 W. JACKSON ST.,external_geocode_required,external_census_context_only,Non_Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901",0.8,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
110192,2024,assign_county,13135,"Gwinnett County, Georgia",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Gwinnett County, Georgia (13135) for provider 110192 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,PIEDMONT EASTSIDE MEDICAL CENTER,GA,SNELLVILLE,30278,1700 MEDICAL WAY,external_geocode_required,external_census_context_only,Non_Exact,"1700 MEDICAL WAY, SNELLVILLE, GA, 30078",0.8,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
210027,2024,assign_county,24001,"Allegany County, Maryland",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Allegany County, Maryland (24001) for provider 210027 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,UPMC-WESTERN MARYLAND CORP,MD,CUMBERLAND,21502,12500 WILLOWBROOK ROAD,external_geocode_required,external_census_candidate_ready,Exact,"12500 WILLOWBROOK RD, CUMBERLAND, MD, 21502",0.97,provider_original,accepted,,False
184006,2023,assign_county,21117,"Kenton County, Kentucky",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Kenton County, Kentucky (21117) for provider 184006 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SUN BEHAVIORAL HEALTH - KENTUCKY,KY,ERLANGER,41018,820 DOLWICK DRIVE,external_geocode_required,external_census_candidate_ready,Exact,"820 DOLWICK DR, ERLANGER, KY, 41018",0.97,provider_original,accepted,,False
100224,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 100224 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FLORIDA WOODMONT HOSPITAL,FL,TAMARAC,33321,7201 UNIVERSITY DRIVE,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
050289,2024,assign_county,06081,"San Mateo County, California",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to San Mateo County, California (06081) for provider 050289 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,SETON MEDICAL CENTER,CA,DALY CITY,94015,1900 SULLIVAN AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"1900 SULLIVAN AVE, DALY CITY, CA, 94015",0.97,provider_original,accepted,,False
234035,2023,assign_county,26163,"Wayne County, Michigan",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Wayne County, Michigan (26163) for provider 234035 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,WALTER REUTHER PSYCHIATRIC HOSPITAL,MI,WESTLAND,48186,30901 PALMER ROAD,external_geocode_required,external_census_candidate_ready,Exact,"30901 PALMER RD, WESTLAND, MI, 48186",0.97,provider_original,accepted,,False
280065,2023,assign_county,31111,"Lincoln County, Nebraska",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Lincoln County, Nebraska (31111) for provider 280065 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,GREAT PLAINS HEALTH,NE,NORTH PLATTE,69101,601 W LEOTA ST,external_geocode_required,external_census_candidate_ready,Exact,"601 W LEOTA ST, NORTH PLATTE, NE, 69101",0.97,provider_original,accepted,,False
440068,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 440068 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ATHENS REGIONAL MEDICAL CENTER,TN,ATHENS,37303,1114 MADISON AVENUE,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
450669,2024,assign_county,48121,"Denton County, Texas",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Denton County, Texas (48121) for provider 450669 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MEDICAL CITY LEWISVILLE,TX,LEWISVILLE,75067,500 WEST MAIN,external_geocode_required,external_census_context_only,Non_Exact,"500 W MAIN ST, LEWISVILLE, TX, 75067",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
364029,2023,assign_county,39085,"Lake County, Ohio",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Lake County, Ohio (39085) for provider 364029 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,LAURELWOOD HOSPITAL,OH,WILLOUGHBY,44094,35900 EUCLID AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"35900 EUCLID AVE, WILLOUGHBY, OH, 44094",0.97,provider_original,accepted,,False
440194,2024,assign_county,47165,"Sumner County, Tennessee",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Sumner County, Tennessee (47165) for provider 440194 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,TRISTAR HENDERSONVILLE MEDICAL CENTE,TN,HENDERSONVILLE,37215,355 NEW SHACKLE ISLAND,external_geocode_required,external_census_context_only,Non_Exact,"355 NEW SHACKLE ISLAND RD, HENDERSONVILLE, TN, 37075",0.8,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
100360,2023,assign_county,12011,"Broward County, Florida",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Broward County, Florida (12011) for provider 100360 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FLORIDA UNIVERSITY HOSPITAL,FL,DAVIE,33328,3476 S UNIVERSITY DR,external_geocode_required,external_census_candidate_ready,Exact,"3476 S UNIVERSITY DR, DAVIE, FL, 33328",0.97,provider_original,accepted,,False
230099,2023,assign_county,26115,"Monroe County, Michigan",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Monroe County, Michigan (26115) for provider 230099 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MONROE REGIONAL HOSPITAL,MI,MONROE,48162,718 NORTH MACOMB,external_geocode_required,external_census_context_only,Non_Exact,"718 N MACOMB ST, MONROE, MI, 48162",0.88,provider_original,held_or_rejected,not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
390334,2024,assign_county,42003,"Allegheny County, Pennsylvania",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Allegheny County, Pennsylvania (42003) for provider 390334 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,AHN WEXFORD HOSPITAL,PA,WEXFORD,15090,12351 PERRY HWY,external_geocode_required,external_census_candidate_ready,Exact,"12351 PERRY HWY, WEXFORD, PA, 15090",0.97,provider_original,accepted,,False
030016,2023,assign_county,04021,"Pinal County, Arizona",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Pinal County, Arizona (04021) for provider 030016 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BANNER CASA GRANDE MEDICAL CENTER,AZ,CASA GRANDE,85122,1800 EAST FLORENCE BLVD,external_geocode_required,external_census_candidate_ready,Exact,"1800 E FLORENCE BLVD, CASA GRANDE, AZ, 85122",0.97,provider_original,accepted,,False
140008,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 140008 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,GOTTLIEB MEMORIAL HOSPITAL,IL,MELROSE PARK,60160,8700 WEST NORTH AVENUE,external_geocode_required,unresolved_after_census_batch,,,,,held_or_rejected,not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
390016,2024,assign_county,42073,"Lawrence County, Pennsylvania",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Lawrence County, Pennsylvania (42073) for provider 390016 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,UPMC JAMESON,PA,NEW CASTLE,16105,1211 WILMINGTON AVENUE,external_geocode_required,external_census_candidate_ready,Exact,"1211 WILMINGTON AVE, NEW CASTLE, PA, 16105",0.97,provider_original,accepted,,False
