guarded_blend_rank,blend_rank,export_priority_rank,fips,county,state_abbr,census_region,qa_status,qa_flags,blend_score,preboom_classifier_score,classifier_rank_pct,investable_residual_model_score,residual_rank_pct,preboom_prior_momentum_rank_pct,emerging_market_depth_adequacy,wave3_net_support,overall_rank,total_population,short_thesis,structural_summary,support_narrative,brake_narrative
81,274,504,08013,"Boulder County, Colorado",CO,West,advance_with_notes,moderate_market_depth,0.860933448573898,0.44365383633740413,0.9019014693171996,-0.04510914571906243,0.49222126188418325,0.25631885936487364,0.5652529605656924,0.0235328661576481,2620,330262.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 25.6%, inside the not-hot gate. Market-depth adequacy is moderate (0.565).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.795); optionality is moderate (0.634); site-thesis support is moderate (0.620). Brakes: fragility pressure is moderate (0.625); constraint complexity is moderate (0.593); constraint pressure is moderate (0.578).,Structural support: scarcity/amenity balance is strong (0.795); optionality is moderate (0.634); site-thesis support is moderate (0.620),Structural brakes: fragility pressure is moderate (0.625); constraint complexity is moderate (0.593); constraint pressure is moderate (0.578)
82,275,116,50025,"Windham County, Vermont",VT,Northeast,advance_with_notes,small_market; recent_population_decline,0.8606309420916163,0.3928607223179028,0.8565254969749352,0.024311519207314704,0.8975799481417459,0.44329228775113416,0.9304146898953133,0.0409488798003336,2134,45627.0,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 44.3%, inside the not-hot gate. Market-depth adequacy is high (0.930).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.603); fragility/support balance is moderate (0.600). Brakes: constraint pressure is heavy (0.712); wetlands constraint is moderate (0.595).,Structural support: scarcity/amenity balance is moderate (0.603); fragility/support balance is moderate (0.600),Structural brakes: constraint pressure is heavy (0.712); wetlands constraint is moderate (0.595)
83,285,101,54033,"Harrison County, West Virginia",WV,South,advance,,0.8566119273984443,0.3858197859311457,0.851771823681936,0.02467294842000728,0.9001728608470182,0.29228775113415423,0.8686792112913839,0.1313771991076461,401,64472.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 29.2%, inside the not-hot gate. Market-depth adequacy is high (0.869).",Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.,Structural support: no major structural supports flagged,Structural brakes: no major structural brakes flagged
84,291,482,50001,"Addison County, Vermont",VT,Northeast,advance_with_notes,small_market,0.8531979256698359,0.4565056572824292,0.9109766637856526,-0.06730680682505562,0.3331892826274849,0.3480233311730395,0.9570473464288325,0.0589825472171496,2650,38047.0,"High quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 34.8%, inside the not-hot gate. Market-depth adequacy is high (0.957).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.807); fragility/support balance is moderate (0.642). Brakes: wetlands constraint is heavy (0.693); constraint pressure is moderate (0.645).,Structural support: scarcity/amenity balance is strong (0.807); fragility/support balance is moderate (0.642),Structural brakes: wetlands constraint is heavy (0.693); constraint pressure is moderate (0.645)
85,293,129,17135,"Montgomery County, Illinois",IL,Midwest,advance_with_notes,small_market; recent_population_decline,0.8519014693171997,0.3740646601355229,0.841400172860847,0.039513891299207286,0.9464131374243734,0.18535320803629293,0.7449008587659225,0.0599476267621332,213,27615.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 18.5%, inside the not-hot gate. Market-depth adequacy is high (0.745).",Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.,Structural support: no major structural supports flagged,Structural brakes: no major structural brakes flagged
86,294,164,53037,"Kittitas County, Washington",WA,West,advance_with_notes,small_market,0.851771823681936,0.3946921045324326,0.8591184096802075,-0.0004030771580484385,0.7856525496974935,0.2511341542449773,0.9347577691614466,0.0969862900706048,2599,48172.0,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 25.1%, inside the not-hot gate. Market-depth adequacy is high (0.935).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.811); optionality is moderate (0.668); site-thesis support is moderate (0.634). Brakes: constraint pressure is moderate (0.573); fragility pressure is moderate (0.553).,Structural support: scarcity/amenity balance is strong (0.811); optionality is moderate (0.668); site-thesis support is moderate (0.634),Structural brakes: constraint pressure is moderate (0.573); fragility pressure is moderate (0.553)
87,296,114,47029,"Cocke County, Tennessee",TN,South,advance_with_notes,small_market,0.8508210890233362,0.37374851645307167,0.8405358686257562,0.03884017352094188,0.9433880726015558,0.4358392741412832,0.8586791989463108,0.0557956952427177,1200,37596.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 43.6%, inside the not-hot gate. Market-depth adequacy is high (0.859).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.754); optionality is moderate (0.642). Brakes: fragility pressure is moderate (0.593).,Structural support: scarcity/amenity balance is strong (0.754); optionality is moderate (0.642),Structural brakes: fragility pressure is moderate (0.593)
88,302,85,29209,"Stone County, Missouri",MO,Midwest,advance_with_notes,small_market,0.848962834917891,0.3798674253652108,0.8457216940363008,0.018702929392258254,0.878133102852204,0.4163966299416721,0.9150483988800654,0.1953555466691517,2734,32630.0,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 41.6%, inside the not-hot gate. Market-depth adequacy is high (0.915).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.803); fragility/support balance is strong (0.725); optionality is strong (0.700). Brakes: wetlands constraint is moderate (0.628).,Structural support: scarcity/amenity balance is strong (0.803); fragility/support balance is strong (0.725); optionality is strong (0.700),Structural brakes: wetlands constraint is moderate (0.628)
89,305,75,32019,"Lyon County, Nevada",NV,West,advance,,0.8485306828003457,0.36707221069680873,0.8357821953327571,0.04878390043845124,0.9632670700086431,0.15780946208684382,0.899419403125107,0.1049467448694452,2816,63718.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.8%, inside the not-hot gate. Market-depth adequacy is high (0.899).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.793); optionality is moderate (0.660); site-thesis support is moderate (0.648). Brakes: constraint pressure is moderate (0.563).,Structural support: scarcity/amenity balance is strong (0.793); optionality is moderate (0.660); site-thesis support is moderate (0.648),Structural brakes: constraint pressure is moderate (0.563)
90,306,68,54051,"Marshall County, West Virginia",WV,South,advance_with_notes,small_market; recent_population_decline,0.848314606741573,0.3674900536340504,0.8362143474503025,0.046106895285977695,0.9572169403630078,0.1594296824368114,0.8045617117078119,0.2290451887772691,575,29354.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 15.9%, inside the not-hot gate. Market-depth adequacy is high (0.805).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.726); optionality is strong (0.674). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.726); optionality is strong (0.674),Structural brakes: no major structural brakes flagged
91,311,140,40071,"Kay County, Oklahoma",OK,South,advance_with_notes,small_market,0.8477095937770094,0.37949271510946625,0.8452895419187554,0.01676686130091023,0.8694900605012964,0.2436811406351264,0.9844279087244767,0.0075881191371173,1220,43437.0,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 24.4%, inside the not-hot gate. Market-depth adequacy is high (0.984).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is strong (0.695). Brakes: fragility pressure is heavy (0.677); constraint complexity is moderate (0.555).,Structural support: optionality is strong (0.695),Structural brakes: fragility pressure is heavy (0.677); constraint complexity is moderate (0.555)
92,322,64,53047,"Okanogan County, Washington",WA,West,advance_with_notes,small_market,0.8423076923076923,0.3647481450894721,0.8318928262748487,0.036347470585142067,0.9360414866032843,0.20868438107582632,0.9943794189823448,0.1550553473685808,2277,44942.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 20.9%, inside the not-hot gate. Market-depth adequacy is high (0.994).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.711); optionality is moderate (0.666); site-thesis support is moderate (0.645). Brakes: no major structural brakes flagged.,Structural support: scarcity/amenity balance is strong (0.711); optionality is moderate (0.666); site-thesis support is moderate (0.645),Structural brakes: no major structural brakes flagged
93,324,543,06041,"Marin County, California",CA,West,advance_with_notes,moderate_market_depth,0.8416594641313743,0.42929356999926616,0.8906655142610199,-0.05699903998770639,0.4006050129645635,0.20803629293583928,0.6119071878392062,0.1001754561950409,2748,256400.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 20.8%, inside the not-hot gate. Market-depth adequacy is moderate (0.612).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.891); optionality is strong (0.703); site-thesis support is strong (0.671). Brakes: wetlands constraint is heavy (0.695); fragility pressure is moderate (0.575).,Structural support: scarcity/amenity balance is strong (0.891); optionality is strong (0.703); site-thesis support is strong (0.671),Structural brakes: wetlands constraint is heavy (0.695); fragility pressure is moderate (0.575)
94,342,111,17057,"Fulton County, Illinois",IL,Midwest,advance_with_notes,small_market,0.8343560933448574,0.35073788124961114,0.8176318063958513,0.0669043562056529,0.9848746758859118,0.11795204147764096,0.8328593547447791,0.0549042501047255,638,32510.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 11.8%, inside the not-hot gate. Market-depth adequacy is high (0.833).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.628); scarcity/amenity balance is moderate (0.613). Brakes: constraint pressure is moderate (0.571).,Structural support: optionality is moderate (0.628); scarcity/amenity balance is moderate (0.613),Structural brakes: constraint pressure is moderate (0.571)
95,345,102,51035,"Carroll County, Virginia",VA,South,advance_with_notes,small_market,0.8337510803802939,0.3542408043210682,0.8232497839239412,0.033828222794606295,0.9282627484874676,0.3438107582631238,0.8198045534094813,0.1718806878011257,668,29242.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 34.4%, inside the not-hot gate. Market-depth adequacy is high (0.820).",Wave 3 support is moderate; structural brakes are light. Supports: optionality is moderate (0.640); fragility/support balance is moderate (0.604). Brakes: no major structural brakes flagged.,Structural support: optionality is moderate (0.640); fragility/support balance is moderate (0.604),Structural brakes: no major structural brakes flagged
96,359,294,05119,"Pulaski County, Arkansas",AR,South,advance_with_notes,moderate_market_depth,0.829818496110631,0.3638326842163964,0.831028522039758,0.0057796041764880375,0.8189282627484875,0.363901490602722,0.545717595033292,0.0305711868119673,468,401209.0,"Moderate quiet-breakout probability with moderate residual-upside magnitude. Prior momentum rank is 36.4%, inside the not-hot gate. Market-depth adequacy is moderate (0.546).",Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.711). Brakes: wetlands constraint is moderate (0.642); constraint pressure is moderate (0.602).,Structural support: scarcity/amenity balance is strong (0.711),Structural brakes: wetlands constraint is moderate (0.642); constraint pressure is moderate (0.602)
97,361,50,54069,"Ohio County, West Virginia",WV,South,advance_with_notes,small_market,0.8293863439930856,0.35081773461768617,0.8180639585133967,0.034619618364372974,0.9312878133102852,0.2744653272845107,0.990353191217716,0.2703269852966414,397,41090.0,"Moderate quiet-breakout probability with high residual-upside magnitude. Prior momentum rank is 27.4%, inside the not-hot gate. Market-depth adequacy is high (0.990).",Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.763); optionality is strong (0.698); developability is moderate (0.610). Brakes: no major structural brakes flagged.,Structural support: fragility/support balance is strong (0.763); optionality is strong (0.698); developability is moderate (0.610),Structural brakes: no major structural brakes flagged
98,364,167,05005,"Baxter County, Arkansas",AR,South,advance_with_notes,small_market,0.8273552290406223,0.3689312627540696,0.8383751080380294,-0.011187076848018725,0.7281763180639585,0.40278677900194426,0.9871369950530532,0.1988929684778156,1464,43007.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 40.3%, inside the not-hot gate. Market-depth adequacy is high (0.987).",Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.842); fragility/support balance is strong (0.707); optionality is strong (0.701). Brakes: wetlands constraint is moderate (0.568); constraint pressure is moderate (0.562).,Structural support: scarcity/amenity balance is strong (0.842); fragility/support balance is strong (0.707); optionality is strong (0.701),Structural brakes: wetlands constraint is moderate (0.568); constraint pressure is moderate (0.562)
99,372,468,31001,"Adams County, Nebraska",NE,Midwest,advance_with_notes,small_market,0.820656871218669,0.40981391246232896,0.8729472774416595,-0.06452226586833278,0.3500432152117545,0.5149060272197019,0.8792168742814599,0.1908064787720766,985,31196.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 51.5%, inside the not-hot gate. Market-depth adequacy is high (0.879).",Wave 3 support is moderate; structural brakes are light. Supports: developability is moderate (0.653); fragility/support balance is moderate (0.646). Brakes: no major structural brakes flagged.,Structural support: developability is moderate (0.653); fragility/support balance is moderate (0.646),Structural brakes: no major structural brakes flagged
100,377,373,01039,"Covington County, Alabama",AL,South,advance_with_notes,small_market,0.8194036300777874,0.37675423439602373,0.8439930855661193,-0.02992312322895658,0.5980985306828004,0.14970836033700582,0.9104109428769185,0.0116461040982006,711,37748.0,"Moderate quiet-breakout probability with low residual-upside magnitude. Prior momentum rank is 15.0%, inside the not-hot gate. Market-depth adequacy is high (0.910).",Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.623); site-thesis support is moderate (0.603). Brakes: wetlands constraint is moderate (0.625); fragility pressure is moderate (0.561).,Structural support: optionality is moderate (0.623); site-thesis support is moderate (0.603),Structural brakes: wetlands constraint is moderate (0.625); fragility pressure is moderate (0.561)
