pattern_candidate_status,pattern_candidate_priority,matched_street_query,matched_city_zip_query,evidence_snippet,suggested_parser_rule,document_text_available,parse_review_priority,parse_review_category,recommended_action,queue_row_id,entity_name,primary_ticker,filing_date,form_type,filing_accession,address_parse_status,address_parse_error,current_snapshot_business_street,current_snapshot_business_city,current_snapshot_business_state,current_snapshot_business_zip,current_snapshot_fips,current_snapshot_county_name,filing_document_cache_path,filing_document_fetch_error
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0490,G WILLI FOOD INTERNATIONAL LTD,WILC,2003-06-30,20-F,0000922423-03-000714,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,4 NAHAL HARIF STREET,YAVNE,,8122216,,,data/raw/sec_edgar_hq/filing_documents/CIK0001030997/000092242303000714/kl06057_20f.txt,
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0491,G WILLI FOOD INTERNATIONAL LTD,WILC,2004-06-29,20-F,0001178913-04-000858,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,4 NAHAL HARIF STREET,YAVNE,,8122216,,,data/raw/sec_edgar_hq/filing_documents/CIK0001030997/000117891304000858/zk40761.txt,
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0190,HUNT J B TRANSPORT SERVICES INC,JBHT,2018-02-23,10-K,0001437749-18-003239,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774918003239/jbht20171231_10k.htm,
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0191,HUNT J B TRANSPORT SERVICES INC,JBHT,2026-02-24,10-K,0001437749-26-005294,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,615 JB HUNT CORPORATE DR PO BOX 130,LOWELL,AR,72745,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000728535/000143774926005294/jbht20251231_10k.htm,
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0203,Walmart Inc.,WMT,2023-03-17,10-K,0000104169-23-000020,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416923000020/wmt-20230131.htm,
manual_review_needed_no_local_snippet,low,,,,Manual parse review or alternate filing document selection required.,True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0204,Walmart Inc.,WMT,2024-03-15,10-K,0000104169-24-000056,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1 CUSTOMER DRIVE,BENTONVILLE,AR,72716,05007,Benton County,data/raw/sec_edgar_hq/filing_documents/CIK0000104169/000010416924000056/wmt-20240131.htm,
non_geocode_candidate_excluded_from_parser_work,low,2305 VICTORIA AVENUE 001,,"o fork. For more information about Above Food, see the section entitled &#8220; Business of Above and Certain Information About Above Food .&#8221; The mailing address of Above Food&#8217;s principal executive office is 2305 Victoria Avenue #001, Regina, Saskatchewan, Canada S4P 0S7 and its telephone number is (306) 779-2268. New Above Food New Above Food was incorporated under the laws of Alberta, Canada on April 18, 2023. Prior to the","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0496,Above Food Ingredients Inc.,ABVE,2024-04-09,424B3,0001104659-24-044918,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,2305 VICTORIA AVENUE #001,"REGINA, SASKATCHEWAN",,S4P 0S7,,,data/raw/sec_edgar_hq/filing_documents/CIK0001979484/000110465924044918/tm2326271-20_424b3.htm,
non_geocode_candidate_excluded_from_parser_work,low,2305 VICTORIA AVENUE 001,,"275005 Above Food Ingredients Inc. ( Exact name of registrant as specified in its charter ) Not applicable ( Translation of registrant&rsquo;s name into English ) Canada ( Jurisdiction of incorporation or organization ) 2305 Victoria Avenue #001 Regina, Saskatchewan, S4P 0S7 306-779-2268 ( Address of principal executive offices ) Corporation Services Company 251 Little Falls Drive Wilmington, DE 19808 ( Name, Telephone, E-mail and/or Fa","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0413,Above Food Ingredients Inc.,ABVE,2024-07-08,20-F,0001104659-24-078186,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,2305 VICTORIA AVENUE #001,"REGINA, SASKATCHEWAN",,S4P 0S7,,,data/raw/sec_edgar_hq/filing_documents/CIK0001979484/000110465924078186/tm2418826d1_20f.htm,
non_geocode_candidate_excluded_from_parser_work,low,2305 VICTORIA AVENUE 001,,"strant as specified in its charter) Canada (State or other jurisdiction of incorporation or organization) 2000 (Primary Standard Industrial Classification Code Number) Not Applicable (I.R.S. Employer Identification No.) 2305 Victoria Avenue #001 Regina, Saskatchewan, S4P 0S7 306-779-2268 (Address, including zip code, and telephone number, including area code, of registrant&rsquo;s principal executive offices) Cogency Global Inc. 122 Eas","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0495,Above Food Ingredients Inc.,ABVE,2024-07-19,F-1,0001104659-24-080939,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,2305 VICTORIA AVENUE #001,"REGINA, SASKATCHEWAN",,S4P 0S7,,,data/raw/sec_edgar_hq/filing_documents/CIK0001979484/000110465924080939/tm2418998d1_f1.htm,
non_geocode_candidate_excluded_from_parser_work,low,71 FORT STREET PO BOX 500,,"vate Energy Acquisition Corp. (Exact name of registrant as specified in its charter) Cayman Islands 001-42992 N/A (State or other jurisdiction of incorporation) (Commission File Number) (IRS Employer Identification No.) 71 Fort Street, PO Box 500 Grand Cayman, Cayman Islands KY1-1106 (Address of principal executive offices, including zip code) Registrant&rsquo;s telephone number, including area code: (302) 207-9500 Not Applicable (Forme","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0498,Activate Energy Acquisition Corp.,AEAQ,2025-12-09,8-K,0001213900-25-119675,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,71 FORT STREET PO BOX 500,GRAND CAYMAN,,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002083689/000121390025119675/ea0268907-8k_activate.htm,
non_geocode_candidate_excluded_from_parser_work,low,71 FORT STREET PO BOX 500,,"vate Energy Acquisition Corp. (Exact name of registrant as specified in its charter) Cayman Islands 001-42992 N/A (State or other jurisdiction of incorporation) (Commission File Number) (IRS Employer Identification No.) 71 Fort Street, PO Box 500 Grand Cayman, Cayman Islands KY1-1106 (Address of principal executive offices, including zip code) Registrant&rsquo;s telephone number, including area code (302) 207-9500 Not Applicable (Former","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0499,Activate Energy Acquisition Corp.,AEAQ,2025-12-12,8-K,0001213900-25-120795,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,71 FORT STREET PO BOX 500,GRAND CAYMAN,,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002083689/000121390025120795/ea0269035-8k_activate.htm,
non_geocode_candidate_excluded_from_parser_work,low,71 FORT STREET PO BOX 500,,"er: 001-42992 Activate Energy Acquisition Corp. (Exact name of registrant as specified in its charter) Cayman Islands N/A State or other jurisdiction of incorporation or organization (I.R.S. Employer Identification No.) 71 Fort Street , PO Box 500 Grand Cayman , Cayman Islands KY1-1106 (Address of principal executive offices) Registrant&#8217;s telephone number, including area code: (302) 207-9500 Securities registered pursuant to Secti","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0414,Activate Energy Acquisition Corp.,AEAQ,2026-03-11,10-K,0001213900-26-026243,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,71 FORT STREET PO BOX 500,GRAND CAYMAN,,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002083689/000121390026026243/ea0279420-10k_activate.htm,
non_geocode_candidate_excluded_from_parser_work,low,71 FORT STREET PO BOX 500,,": 001-42992 ACTIVATE ENERGY ACQUISITION CORP. (Exact Name of Registrant as Specified in Its Charter) Cayman Islands N/A (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) 71 Fort Street , PO Box 500 Grand Cayman , Cayman Islands KY1-1106 (Address of principal executive offices) (302) 207-9500 (Issuer&#8217;s telephone number) Securities registered pursuant to Section 12(b) of the Act: Tit","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0497,Activate Energy Acquisition Corp.,AEAQ,2026-05-15,10-Q,0001213900-26-057717,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,71 FORT STREET PO BOX 500,GRAND CAYMAN,,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0002083689/000121390026057717/ea0290354-10q_activate.htm,
non_geocode_candidate_excluded_from_parser_work,low,10 EARLSFORT TERRACE DUBLIN 2,,"8 ads-tec Energy Public Limited Company (Exact name of Registrant as specified in its charter) Not applicable Ireland (Translation of Registrant&rsquo;s name into English) (Jurisdiction of incorporation or organization) 10 Earlsfort Terrace Dublin 2, D02 T380, Ireland ( Address of Principal Executive Offices ) Thomas Speidel, Chief Executive Officer 10 Earlsfort Terrace Dublin 2, D02 T380, Ireland Tel: +353 1 920 1000 ( Name, Telephone,","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0415,Ads-Tec Energy Public Ltd Co,ADSE,2021-12-29,20-F,0001213900-21-067972,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,10 EARLSFORT TERRACE DUBLIN 2,DUBLIN,,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001879248/000121390021067972/f20f2021_adstecenergy.htm,
non_geocode_candidate_excluded_from_parser_work,low,10 EARLSFORT TERRACE DUBLIN 2,,"8 ADS-TEC ENERGY PUBLIC LIMITED COMPANY (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Ireland (Jurisdiction of incorporation or organization) 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland (Address of principal executive office) Thomas Speidel , Chief Executive Officer 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland Tel: +353 1 920 1000 (Name, Telephone","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0416,Ads-Tec Energy Public Ltd Co,ADSE,2022-04-28,20-F,0001213900-22-022308,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,10 EARLSFORT TERRACE DUBLIN 2,DUBLIN,,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001879248/000121390022022308/f20f2021_adstecenergy.htm,
non_geocode_candidate_excluded_from_parser_work,low,10 EARLSFORT TERRACE DUBLIN 2,,"8 ADS-TEC ENERGY PUBLIC LIMITED COMPANY (Exact name of registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Ireland (Jurisdiction of incorporation or organization) 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland (Address of principal executive office) Thomas Speidel , Chief Executive Officer 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland Tel: +353 1 920 1000 (Name, Telephone","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0417,Ads-Tec Energy Public Ltd Co,ADSE,2023-05-11,20-F,0001213900-23-038592,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,10 EARLSFORT TERRACE DUBLIN 2,DUBLIN,,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001879248/000121390023038592/f20f2022_adstecen.htm,
non_geocode_candidate_excluded_from_parser_work,low,10 EARLSFORT TERRACE DUBLIN 2,,"8 ADS-TEC ENERGY PUBLIC LIMITED COMPANY (Exact name of Registrant as specified in its charter) Not applicable (Translation of Registrant&#8217;s name into English) Ireland (Jurisdiction of incorporation or organization) 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland (Address of principal executive offices) Thomas Speidel , Chief Executive Officer 10 Earlsfort Terrace Dublin 2 , D02 T380 , Ireland Tel: +353 1 920 1000 (Name, Telephon","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0418,Ads-Tec Energy Public Ltd Co,ADSE,2026-05-15,20-F,0001213900-26-057891,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,10 EARLSFORT TERRACE DUBLIN 2,DUBLIN,,,,,data/raw/sec_edgar_hq/filing_documents/CIK0001879248/000121390026057891/ea0290629-20f_adstec.htm,
non_geocode_candidate_excluded_from_parser_work,low,104 360 COLLEGE STREET SUITE 251,,"on file number: 000-30053 Allied Energy, Inc. (Exact name of registrant as specified in its charter) Florida 22-3084979 (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) 104-360 College Street Suite #251 Toronto , ON T M5T 1S6 Canada (Address of principal executive offices) (Zip Code) ( 888 ) 458-2454 (Registrant&#8217;s telephone number, including area code) N/A (Former name, former add","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0419,"Allied Energy, Inc.",AGGI,2026-04-15,10-K,0001683168-26-002986,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,104-360 COLLEGE STREET SUITE #251,TORONTO,,M5T 1S6,,,data/raw/sec_edgar_hq/filing_documents/CIK0001109262/000168316826002986/allied_i10k-123125.htm,
non_geocode_candidate_excluded_from_parser_work,low,104 360 COLLEGE STREET SUITE 251,,"on file number: 000-30053 Allied Energy, Inc. (Exact name of registrant as specified in its charter) Florida 22-3084979 (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) 104-360 College Street Suite #251 Toronto , ON T M5T 1S6 Canada (Address of principal executive offices) (Zip Code) ( 888 ) 458-2454 (Registrant&#8217;s telephone number, including area code) N/A (Former name, former add","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0420,"Allied Energy, Inc.",AGGI,2026-04-17,10-K/A,0001683168-26-003039,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,104-360 COLLEGE STREET SUITE #251,TORONTO,,M5T 1S6,,,data/raw/sec_edgar_hq/filing_documents/CIK0001109262/000168316826003039/allied_i10ka1-123125.htm,
non_geocode_candidate_excluded_from_parser_work,low,1540 CORNWALL RD 104,,"ds Inc. (Exact name of registrant as specified in its charter) Ontario 001-40778 98-1638988 (State or other jurisdiction of incorporation or organization) (Commission File Number) (I.R.S. Employer Identification Number) 1540 Cornwall Rd . #104 Oakville , Ontario L6J 7W5 (Address of principal executive offices) (Zip Code) Registrant&#8217;s telephone number, including area code: (905) 278-2200 Securities registered pursuant to Section 12","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0434,Borealis Foods Inc.,BRLS,2025-06-18,10-K/A,0001213900-25-055654,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1540 CORNWALL RD. #104,OAKVILLE,A6,L6J 7W5,,,data/raw/sec_edgar_hq/filing_documents/CIK0001852973/000121390025055654/ea0245446-10ka2_borealis.htm,
non_geocode_candidate_excluded_from_parser_work,low,1540 CORNWALL RD 104,,"ds Inc. (Exact name of registrant as specified in its charter) Ontario 001-40778 98-1638988 (State or other jurisdiction of incorporation or organization) (Commission File Number) (I.R.S. Employer Identification Number) 1540 Cornwall Rd. #104 Oakville , Ontario , Canada L6J 7W5 (Address of principal executive offices) (Zip Code) Registrant&#8217;s telephone number, including area code: (905) 278-2200 Not Applicable (Former name, former","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,city_zip_found_street_pattern_unclear,inspect nearby text and add conservative parser pattern,sec_pit_0507,Borealis Foods Inc.,BRLS,2025-11-19,10-Q,0001213900-25-112699,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,1540 CORNWALL RD. #104,OAKVILLE,A6,L6J 7W5,,,data/raw/sec_edgar_hq/filing_documents/CIK0001852973/000121390025112699/ea0266073-10q_borealis.htm,
non_geocode_candidate_excluded_from_parser_work,low,13 AMAL ST,,"001-41402 BRENMILLER ENERGY LTD. (Exact name of registrant as specified in its charter) Translation of registrant&#8217;s name into English: Not applicable State of Israel (Jurisdiction of incorporation or organization) 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 4809249 Israel Tel: +972-77-693-5140 (Address of principal executive offices) Avraham Brenmiller Chief Executive Officer 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 480","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0435,Brenmiller Energy Ltd.,BNRG,2023-03-22,20-F,0001213900-23-021814,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,13 AMAL STREET,ROSH HAAYIN,L3,4809249,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901215/000121390023021814/f20f2022_brenmiller.htm,
non_geocode_candidate_excluded_from_parser_work,low,13 AMAL ST,,"001-41402 BRENMILLER ENERGY LTD. (Exact name of registrant as specified in its charter) Translation of registrant&#8217;s name into English: Not applicable State of Israel (Jurisdiction of incorporation or organization) 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 4809249 Israel Tel: +972-77-693-5140 (Address of principal executive offices) Avraham Brenmiller Chief Executive Officer 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 480","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0436,Brenmiller Energy Ltd.,BNRG,2024-03-18,20-F,0001213900-24-023515,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,13 AMAL STREET,ROSH HAAYIN,L3,4809249,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901215/000121390024023515/ea0201044-20f_brenmiller.htm,
non_geocode_candidate_excluded_from_parser_work,low,13 AMAL ST,,"001-41402 BRENMILLER ENERGY LTD. (Exact name of registrant as specified in its charter) Translation of registrant&#8217;s name into English: Not applicable State of Israel (Jurisdiction of incorporation or organization) 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 4809249 Israel Tel: +972-77-693-5140 (Address of principal executive offices) Avraham Brenmiller Chief Executive Officer 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 480","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0437,Brenmiller Energy Ltd.,BNRG,2025-03-04,20-F,0001213900-25-020178,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,13 AMAL STREET,ROSH HAAYIN,L3,4809249,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901215/000121390025020178/ea0231962-20f_brenmiller.htm,
non_geocode_candidate_excluded_from_parser_work,low,13 AMAL ST,,"001-41402 BRENMILLER ENERGY LTD. (Exact name of registrant as specified in its charter) Translation of registrant&#8217;s name into English: Not applicable State of Israel (Jurisdiction of incorporation or organization) 13 Amal St. 4th Floor , Park Afek Rosh Haayin , 4809249 Israel Tel: + 972 - 77-693-5140 (Address of principal executive offices) Avraham Brenmiller Chief Executive Officer 13 Amal St. 4th Floor , Park Afek Rosh Haayin ,","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0438,Brenmiller Energy Ltd.,BNRG,2026-03-25,20-F,0001213900-26-034046,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,13 AMAL STREET,ROSH HAAYIN,L3,4809249,,,data/raw/sec_edgar_hq/filing_documents/CIK0001901215/000121390026034046/ea0279203-20f_brenmiller.htm,
non_geocode_candidate_excluded_from_parser_work,low,BAK INDUSTRIAL PARK MEIGUI STREET HUAYUANKOU ECONOMIC ZONE,,"Number: 001-32898 CBAK ENERGY TECHNOLOGY, INC. (Exact Name of Registrant as Specified in Its Charter) Nevada 88-0442833 (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) BAK Industrial Park , Meigui Street Huayuankou Economic Zone Dalian City , Liaoning Province, People&#8217;s Republic of China , 116450 (Address of principal executive offices, Zip Code) (86)(411) -3918-5985 (Registrant&","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0509,"CBAK Energy Technology, Inc.",CBAT,2026-05-18,10-Q,0001213900-26-058528,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"BAK INDUSTRIAL PARK, MEIGUI STREET HUAYUANKOU ECONOMIC ZONE",DALIAN,F4,116422,,,data/raw/sec_edgar_hq/filing_documents/CIK0001117171/000121390026058528/ea0290546-10q_cbakenergy.htm,
non_geocode_candidate_excluded_from_parser_work,low,225 6 AVENUE S W P O BOX 766,,"s.com and is available in print to any person without charge, upon request. Requests for copies of the Code should be made by contacting the Registrant&#8217;s Corporate Secretarial Department, Cenovus Energy Inc., 4100,225 - 6 Avenue S.W., P.O. Box 766, Calgary, Alberta, Canada T2P 0M2. Any amendments to the Code from time to time will be posted to the Registrant&#8217;s website within five business days of the amendment and will remai","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,high,snapshot_address_text_found_needs_parser_pattern,add parser pattern around matched filing address text,sec_pit_0444,CENOVUS ENERGY INC.,CVE,2026-02-19,40-F,0001475260-26-000008,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,225 - 6 AVENUE S.W. P.O. BOX 766,CALGARY,A0,T2P 1N2,,,data/raw/sec_edgar_hq/filing_documents/CIK0001475260/000147526026000008/cve-20251231_d2.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 1805 18F TOWER 1 EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG,,"&rsquo;s name into English) Cayman Islands 4731 Not Applicable (State or Other Jurisdiction of Incorporation or Organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification No.) Unit 1805, 18F, Tower 1, Ever Gain Plaza, 88 Container Port Road Kwai Chung, New Territories, Hong Kong Telephone: +852 2136 6013 (Address, including zip code, and telephone number, including area code, of Registrant&rsq","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0510,CGL Logistics Holdings Ltd,CGL,2025-10-23,F-1,0001493152-25-019107,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 1805, 18F, TOWER 1, EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG",NEW TERRITORIES,K3,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001934387/000149315225019107/formf-1.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 1805 18F TOWER 1 EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG,,"&rsquo;s name into English) Cayman Islands 4731 Not Applicable (State or Other Jurisdiction of Incorporation or Organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification No.) Unit 1805, 18F, Tower 1, Ever Gain Plaza, 88 Container Port Road Kwai Chung, New Territories, Hong Kong Telephone: +852 2136 6013 (Address, including zip code, and telephone number, including area code, of Registrant&rsq","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0511,CGL Logistics Holdings Ltd,CGL,2025-12-12,F-1/A,0001493152-25-027531,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 1805, 18F, TOWER 1, EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG",NEW TERRITORIES,K3,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001934387/000149315225027531/formf-1a.htm,
non_geocode_candidate_excluded_from_parser_work,low,UNIT 1805 18F TOWER 1 EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG,,"&rsquo;s name into English) Cayman Islands 4731 Not Applicable (State or Other Jurisdiction of Incorporation or Organization) (Primary Standard Industrial Classification Code Number) (I.R.S. Employer Identification No.) Unit 1805, 18F, Tower 1, Ever Gain Plaza, 88 Container Port Road Kwai Chung, New Territories, Hong Kong Telephone: +852 2136 6013 (Address, including zip code, and telephone number, including area code, of Registrant&rsq","Keep out of U.S. county-year parser work because the SEC queue marks it non-domestic, non-physical, or without a current county geocode.",True,medium,address_marker_or_address_text_not_found,manual parse or choose alternate filing document,sec_pit_0512,CGL Logistics Holdings Ltd,CGL,2026-02-02,F-1/A,0001493152-26-004679,parse_review_needed,principal executive offices marker not parsed into domestic street/city/state/zip,"UNIT 1805, 18F, TOWER 1, EVER GAIN PLAZA 88 CONTAINER PORT ROAD KWAI CHUNG",NEW TERRITORIES,K3,00000,,,data/raw/sec_edgar_hq/filing_documents/CIK0001934387/000149315226004679/formf-1a.htm,
