cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,suggested_fips,suggested_county_name,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,same_city_review_action,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
670265,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 48121 was contradicted by exact Census geographies address match to  () for provider 670265 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,LEGENT ORTHOPEDIC HOSPITAL CARROLLTO,TX,CARROLLTON,75007,1401 EAST TRINITY MILLS ROAD,48121,"Denton County, Texas",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
054149,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 06001 was contradicted by exact Census geographies address match to  () for provider 054149 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,WILLOW ROCK CENTER,CA,SAN LEANDRO,94578,22050 FAIRMONT DRIVE,06001,"Alameda County, California",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
213300,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 24005 was contradicted by exact Census geographies address match to  () for provider 213300 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,MT WASHINGTON PEDIATRICS,MD,BALTIMORE,21209,1708 WEST ROGERS AVENUE,24005,"Baltimore County, Maryland",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400016,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400016 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,AUXILIO MUTUO HOSPITAL,PR,SAN JUAN,00919,PONCE DE LEON,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400044,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72113 was contradicted by exact Census geographies address match to  () for provider 400044 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SAN LUCAS PONCE,PR,PONCE,00733,917 AVE TITO CASTRO,72113,Ponce Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400061,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400061 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,UNIVERSITY DISCTRICT HOSPITAL,PR,SAN JUAN,00922,BO. MONACILLO,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400014,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72097 was contradicted by exact Census geographies address match to  () for provider 400014 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL BELLA VISTA,PR,MAYAGUEZ,00680,349 KM 2.7,72097,Mayagüez Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400015,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400015 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,SAN JUAN MUNICIPAL HOSPITAL,PR,SAN JUAN,00928,RIO PIEDRAS STATION,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400098,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400098 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL SAN FRANCISCO,PR,RIO PIEDRAS,00923,DE DIEGO AVE. #371,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400127,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400127 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,ADMIN DE SERVICIOS MEDICOS DE PR,PR,SAN JUAN,00922,CENTRO MEDICO,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; provider_street_missing_number; matched_address_missing_number,False
400106,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400106 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL METROPOLITANO,PR,RIO PIEDRAS,00922,21 #1785,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400022,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72113 was contradicted by exact Census geographies address match to  () for provider 400022 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL DAMAS,PR,PONCE,00717,2213 PONCE BY PASS,72113,Ponce Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
224045,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 25027 was contradicted by exact Census geographies address match to  () for provider 224045 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,HOSPITAL FOR BEHAVIORAL MEDICINE,MA,WORCESTER,01606,100 CENTURY DR,25027,"Worcester County, Massachusetts",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
400006,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 400006 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,DOCTORS CENTER HOSPITAL SAN JUAN I,PR,SAN JUAN,00910,1395 SAN RAFAEL ST. PDA. 20,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
450874,2023,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 48113 was contradicted by exact Census geographies address match to  () for provider 450874 fiscal year 2023. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,BAYLOR SURGICAL HOSPITAL LAS COLINAS,TX,IRVING,75063,400 W I-635 SUITE 101,48113,"Dallas County, Texas",unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
403301,2024,assign_county,,,,Accepted report-only institutional-anchor CMS provider geocode correction: same-city heuristic candidate 72127 was contradicted by exact Census geographies address match to  () for provider 403301 fiscal year 2024. Non-exact conflicts and context-only rows remain under review; no production promotion.,/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_same_city_review_packet.csv,same_city_census_exact_conflict_corrected,2026-06-04T14:47:57.816504+00:00,UNIVERSITY PEDIATRIC HOSPITAL,PR,SAN JUAN,00910,PO BOX 191079,72127,San Juan Muno,unresolved_after_census_batch,,,,external_or_manual_geocode_required,held_or_rejected,not_strict_conflict_correction_candidate; not_same_city_census_conflict_status; census_match_status_not_match; census_match_type_not_exact; not_provider_original_attempt; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
