external_manual_rank,packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_year_key,same_city_review_action,same_city_review_note,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_candidate_confidence,census_attempt_label,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,external_manual_lane,recommended_resolution_method,external_manual_note,geocoder_query,retry_candidate_fips,retry_candidate_county_name,retry_match_status,retry_match_type,retry_matched_address,retry_candidate_score,retry_candidate_confidence,retry_attempt_label,retry_conflicting_candidate_fips,retry_candidate_status,retry_candidate_note,production_model_rank_or_dashboard_change
63,63,100320,HCA FLORIDA POINCIANA HOSPITAL,FL,325 CYPRESS PARKWAY,KISSIMMMEE,34758,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,94.0,4832.0,83670709.0,136879455.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2345,100320__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"325 CYPRESS PARKWAY, KISSIMMMEE, FL, 34758",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
64,64,230095,MYMICHIGAN MEDICAL CTR  WEST BRAN,MI,2463 S M-30,WEST BRANCH,48661,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,88.0,1815.0,58760273.0,68739954.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2105,230095__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"2463 S M-30, WEST BRANCH, MI, 48661",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
65,65,170006,VIA CHRISTI HOSPITAL PITTSBURG  INC.,KS,1 MT CARMEL WAY,PITTSBURG,66762,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,64.0,2785.0,88579228.0,85596742.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.2093,170006__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1 MT CARMEL WAY, PITTSBURG, KS, 66762",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
66,66,380071,WILLAMETTE VALLEY MEDICAL CENTER,OR,2700 SE STRATUS AVENUE,MCMINNVILLE,97128,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,50.0,2584.0,80783951.0,113603973.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1946,380071__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"2700 SE STRATUS AVENUE, MCMINNVILLE, OR, 97128",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
67,67,524042,MIRAMOUNT BEHAVIORAL HEALTH,WI,3169 DEMMING WAY,MIDDLETON,53562,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,72.0,1393.0,16057458.0,16168781.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1722,524042__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"3169 DEMMING WAY, MIDDLETON, WI, 53562",55025,"Dane County, Wisconsin",Match,Non_Exact,"3169 DEMING WAY, MIDDLETON, WI, 53562",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
68,68,490143,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,VA,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,23185,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,2152.0,66090586.0,80022321.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1562,490143__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1500 COMMONWEALTH AVENUE, WILLIAMSBURG, VA, 23185",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
69,69,300014,FRISBIE MEMORIAL HOSPITAL,NH,11 WHITEHALL ROAD,ROCHESTER,03867,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,39.0,966.0,65715503.0,63402305.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1553,300014__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"11 WHITEHALL ROAD, ROCHESTER, NH, 03867",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
70,70,241355,GLENCOE REGIONAL HEALTH SERVICES,MN,705 EAST 18TH STREEET,GLENCOE,55336,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,816.0,63721537.0,77452435.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1506,241355__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"705 EAST 18TH STREEET, GLENCOE, MN, 55336",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
71,71,370113,INTEGRIS GROVE  HOSPITAL,OK,1001 EAST 18TH STREET,GROVE,74344,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,41.0,1439.0,54710725.0,52653490.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1293,370113__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1001 EAST 18TH STREET, GROVE, OK, 74344",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
72,72,010158,RUSSELLVILLE HOSPITAL,AL,15155 HIGHWAY 43,RUSSELLVILLE,35653,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,51.0,938.0,51423381.0,48590057.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.122,010158__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"15155 HIGHWAY 43, RUSSELLVILLE, AL, 35653",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
73,73,230100,ASCENSION ST. JOSEPH HOSPITAL,MI,200 HEMLOCK ST,TAWAS,48764,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,47.0,1390.0,50309526.0,55424182.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1189,230100__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"200 HEMLOCK ST, TAWAS, MI, 48764",26069,"Iosco County, Michigan",Match,Non_Exact,"200 HEMLOCK ST, TAWAS CITY, MI, 48763",0.8,0.76,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
74,74,144028,JOHN J MADDEN MENTAL HEALTH CENTER,IL,1200 S FIRST AVE,HINES,60141,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,28.0,240.0,43129124.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.1019,144028__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1200 S FIRST AVE, HINES, IL, 60141",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
75,75,673079,ENCOMPASS HEALTH REHABILITATION OF W,TX,3600 SOUTH LOOP 340,ROBINSON,76706,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,40.0,1020.0,17990256.0,21418709.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0957,673079__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"3600 SOUTH LOOP 340, ROBINSON, TX, 76706",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
76,76,231325,MYMICHIGAN MEDICAL CENTER GLADWIN,MI,515 QUATER STREET,GLADWIN,48624,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,352.0,40459619.0,51112224.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0956,231325__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"515 QUATER STREET, GLADWIN, MI, 48624",26051,"Gladwin County, Michigan",Match,Non_Exact,"515 QUARTER ST, GLADWIN, MI, 48624",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
77,77,390117,UPMC BEDFORD,PA,10455 LINCOLN HIGHWAY,EVERETT,15537,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,36.0,1207.0,39724063.0,52775013.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0939,390117__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"10455 LINCOLN HIGHWAY, EVERETT, PA, 15537",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
78,78,361330,HOCKING VALLEY,OH,601 STATE ROUTE 664,LOGAN,43138,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,488.0,39433114.0,43476182.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0932,361330__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"601 STATE ROUTE 664, LOGAN, OH, 43138",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
79,79,451333,MARTIN COUNTY HOSPITAL,TX,610 N. SAINT PETER STREET,STANTON,79782,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,18.0,161.0,39171387.0,24264584.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0926,451333__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"610 N. SAINT PETER STREET, STANTON, TX, 79782",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
80,80,110236,CHI MEMORIAL HOSPITAL - GEORGIA,GA,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,30742,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,35.0,616.0,24619847.0,22122620.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0837,110236__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"101 GROSS CRESCENT CIRCLE, FT OGLETHORPE, GA, 30742",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
81,81,370178,ADAIR COUNTY  HEALTH CENTER,OK,100 HIGHWAY WEST,STILWELL,74960,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,30.0,355.0,10757372.0,10747643.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0718,370178__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"100 HIGHWAY WEST, STILWELL, OK, 74960",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
82,82,670131,BAYLOR SCOTT & WHITE - BUDA,TX,5330 OVERPASS ROAD SUITE 110,BUDA,78610,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,395.0,29275278.0,30176560.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0692,670131__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"5330 OVERPASS ROAD SUITE 110, BUDA, TX, 78610",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
83,83,181331,MCDOWELL ARH,KY,9879 ROUTE 122,MCDOWELL,41647,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,369.0,25462128.0,26421303.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0602,181331__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"9879 ROUTE 122, MCDOWELL, KY, 41647",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
84,84,341317,LIFEBRITE COMM HOSP OF STOKES,NC,1570 NC 8 & 89 HWY N,DANBURY,27016,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,138.0,14683228.0,14350580.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0598,341317__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1570 NC 8 & 89 HWY N, DANBURY, NC, 27016",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
85,85,511310,SUMMERS COUNTY ARH,WV,TERRACE STREET,HINTON,25951,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,25.0,178.0,20473369.0,17373222.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0598,511310__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"TERRACE STREET, HINTON, WV, 25951",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
86,86,390104,UPMC KANE,PA,4372 ROUTE 6,KANE,16735,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,18.0,236.0,22227471.0,21140606.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0525,390104__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"4372 ROUTE 6, KANE, PA, 16735",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
87,87,241301,LAKEWOOD HEALTH CENTER,MN,600 MAIN AVENUE S,BAUDETTE,56623,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,108.0,18296445.0,17357299.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0432,241301__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"600 MAIN AVENUE S, BAUDETTE, MN, 56623",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
88,88,371331,DRUMRIGHT REGIONAL HOSPITAL,OK,610 WEST BYPASS,DRUMRIGHT,74030,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,169.0,11463079.0,11086747.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0359,371331__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"610 WEST BYPASS, DRUMRIGHT, OK, 74030",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
89,89,371303,ROGER MILLS MEMORIAL HOSPITAL,OK,501 SOUTH LL MALES AVENUE,CHEYENNE,73628,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,278.0,9111156.0,7804550.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0359,371303__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"501 SOUTH LL MALES AVENUE, CHEYENNE, OK, 73628",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
90,90,670285,KINGWOOD EMERGENCY HOSPITAL,TX,23330 HIGHWAY 59 N,KINGWOOD,77339,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,6.0,149.0,12060141.0,18835395.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0323,670285__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"23330 HIGHWAY 59 N, KINGWOOD, TX, 77339",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
91,91,014006,MOUNTAIN VIEW HOSPITAL,AL,3001 SCENIC HWY,GADSEN,35904,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,014006__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"3001 SCENIC HWY, GADSEN, AL, 35904",01055,"Etowah County, Alabama",Match,Non_Exact,"3001 SCENIC HWY, GADSDEN, AL, 35904",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
92,92,194118,MERCY BEHAVIORAL HOSPITAL,LA,2810 US HIGHWAY 71 S,LECOMPTE,71346,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,194118__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"2810 US HIGHWAY 71 S, LECOMPTE, LA, 71346",22079,"Rapides Parish, Louisiana",Match,Non_Exact,"2810 US HWY 71, LECOMPTE, LA, 71346",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
93,93,244016,PRAIRIECARE,MN,9400 ZANE AVE N,BROOKLYN PARK,55443,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,244016__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"9400 ZANE AVE N, BROOKLYN PARK, MN, 55443",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
94,94,414003,EMMA P BRADLEY HOSPITAL,RI,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,02915,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,414003__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1011 VETERANS MEMORIAL PARKWAY, EAST PROVIDENCE, RI, 02915",44007,"Providence County, Rhode Island",Match,Non_Exact,"1011 VETERANS MEMORIAL PKWY, RIVERSIDE, RI, 02915",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
95,95,453317,COOK CHILDREN CARE,TX,4100 W UNIVERSITY DR,PROSPER,75078,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,453317__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"4100 W UNIVERSITY DR, PROSPER, TX, 75078",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
96,96,464007,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,592 WEST 1350 SOUTH,WOOD CROSS,84087,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,464007__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"592 WEST 1350 SOUTH, WOOD CROSS, UT, 84087",49011,"Davis County, Utah",Match,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010",0.8,0.76,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
97,97,493300,CUMBERLAND HOSPITAL LLC,VA,9407 CUMBERLAND RD,NEW KENT,23124,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,493300__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"9407 CUMBERLAND RD, NEW KENT, VA, 23124",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
98,98,514011,HIGHLAND CLARKSBURG HOSPITAL INC,WV,3 HOSPITAL PLAZA,CLARKSBURG,26301,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,514011__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"3 HOSPITAL PLAZA, CLARKSBURG, WV, 26301",,,,,,,,,,unresolved_after_residual_census_retry,No Census geographies match from residual retry variants.,False
99,99,400109,HOSPITAL HIMA SAN PABLO BAYAMON,PR,SANTA CRUZ # 70,BAYAMON,00959,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,424.0,4066.0,91058647.0,41700230.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,1.0,400109__2023,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"SANTA CRUZ # 70, BAYAMON, PR, 00959",72021,Bayamón Muno,Match,Non_Exact,"70 CLL SANTA CRUZ, BAYAMON, PR, 00961",0.8,0.76,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
100,100,110215,PIEDMONT FAYETTE HOSPITAL INC.,GA,1255 HIGHWAY 54 WEST,FAYETTEVILLE,30214,F,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,299.0,20478.0,405669764.0,565608718.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.9689,110215__2024,,,,,,,,,,,,,,external_geocoder_required_no_local_candidate,approved_external_provider_geocoder,No conservative local county candidate exists; route through an approved street-address geocoder or manual county review.,"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA, 30214",13113,"Fayette County, Georgia",Match,Non_Exact,"1255 STATE RTE 54, FAYETTEVILLE, GA, 30214",0.88,0.86,provider_original,,residual_census_context_only,Residual Census retry produced context but not enough evidence for automatic acceptance.,False
